sub_n,video_name,frame_n,nose,r_shoulder,r_elbow,r_wrist,l_shoulder,l_elbow,l_wrist,quality
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2272,130-78-8.22704847635,113-89-3.58505699258,101-120-8.04424349575,130-99-8.04424349575,160-94-7.03542369764,178-120-8.30629422224,172-151-8.30629422224,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2273,130-78-7.95883482541,113-83-3.80646555637,95-125-6.87863705884,130-104-6.87863705884,154-89-8.2919904911,178-120-8.81650205122,172-157-8.81650205122,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2274,130-78-8.32869841418,113-89-2.81602916881,101-125-8.4901662068,130-104-8.4901662068,160-94-7.22437223448,178-120-8.52282461837,172-157-8.52282461837,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2275,130-78-8.33240259532,113-89-2.05414825572,95-125-7.67562730125,124-115-7.67562730125,160-94-7.44330957124,178-120-8.37050356976,172-157-8.37050356976,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2276,130-78-8.49975982823,113-89-6.90876188806,101-125-8.61662052913,130-115-8.61662052913,160-89-8.00907066568,178-120-8.40902363875,172-157-8.40902363875,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2277,130-78-8.30894136244,113-89-3.16152151808,107-125-8.88447535127,130-120-8.88447535127,160-89-7.72261777638,178-120-8.19515760086,172-157-8.19515760086,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2278,130-78-8.56185338929,113-89-1.4332626722,107-130-8.66105758529,130-125-8.66105758529,160-94-7.25270465401,178-120-8.2104787126,172-157-8.2104787126,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2279,130-78-8.54270641319,113-89-1.41310842472,107-130-9.57107150555,130-130-9.57107150555,160-89-8.14399505571,178-120-8.19522810377,172-151-8.19522810377,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2280,130-78-8.67777509296,113-89-2.13022719846,107-130-9.19588170674,130-136-9.19588170674,160-94-7.35588535672,178-120-8.28984445206,172-151-8.28984445206,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2281,130-78-8.89728943022,113-89-6.87392174823,107-130-8.95110653698,130-141-8.95110653698,160-94-7.35043394434,178-120-8.22631846035,172-151-8.22631846035,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2282,130-78-8.83822287689,113-89-6.60933896569,107-130-9.54594655316,130-141-9.54594655316,160-94-7.41534037165,178-120-8.66692708526,172-157-8.66692708526,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2283,130-78-9.03531479571,113-89-6.68485706292,107-130-9.32586463105,124-141-9.32586463105,160-94-7.40917065541,178-120-8.58851639814,172-157-8.58851639814,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2284,130-78-9.01590964908,113-89-1.41561868202,107-136-8.25449499039,130-146-8.25449499039,160-94-7.48927799342,178-120-8.55129208342,172-157-8.55129208342,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2285,130-78-8.87421468393,113-94-6.89786011169,107-136-8.65161963402,124-146-8.65161963402,160-94-7.25098761666,178-125-9.36597388525,172-157-9.36597388525,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2286,130-78-8.69237796444,113-89-6.46263243717,107-130-9.37052851201,130-151-9.37052851201,160-94-7.23833886599,178-120-8.72345841083,172-157-8.72345841083,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2287,130-78-8.56161766197,113-89-6.31308185202,107-130-9.49732970812,130-151-9.49732970812,160-94-7.06067847015,178-120-8.60631646528,172-157-8.60631646528,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2288,130-78-8.54523712071,113-89-7.48298549652,113-130-8.43666297197,130-151-8.43666297197,160-94-7.24293833504,178-120-8.85307626818,172-157-8.85307626818,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2289,130-78-8.48409816469,113-89-7.99111223221,113-130-8.84535919428,130-151-8.84535919428,166-94-7.12218420516,178-120-8.82160786217,172-157-8.82160786217,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2290,130-78-8.13226222992,113-89-8.14388763905,113-130-9.02069324255,130-151-9.02069324255,166-94-7.01699129788,178-120-8.92199188041,172-157-8.92199188041,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2291,130-78-8.18825900555,113-89-8.19301259518,113-130-9.0617936492,130-151-9.0617936492,166-94-7.09806727268,178-120-8.88966115409,172-157-8.88966115409,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2292,130-78-8.25801044703,113-89-8.33502364159,113-130-9.03012720346,130-151-9.03012720346,160-94-6.85280170991,178-120-9.03461255018,172-157-9.03461255018,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2293,130-78-8.71082873783,113-89-8.29232645035,113-130-9.04207786322,130-151-9.04207786322,166-94-6.92505336373,178-120-9.10252468494,172-157-9.10252468494,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2294,130-78-8.78549190104,113-89-8.22695243359,113-130-8.84461636543,130-151-8.84461636543,160-94-7.11481242243,178-120-9.16776765872,172-157-9.16776765872,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2295,130-78-8.7336983554,113-89-8.24058270454,113-130-8.6810734868,130-151-8.6810734868,160-94-7.09631650704,178-120-8.87675122405,172-151-8.87675122405,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2296,130-78-8.82363252301,113-89-8.12460327148,113-130-8.59574089646,130-151-8.59574089646,160-94-7.35952114701,178-120-8.82730705972,172-151-8.82730705972,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2297,130-78-8.63200696615,113-89-7.95133471489,113-130-8.38541997075,130-151-8.38541997075,160-94-7.38914055596,178-120-8.92464093547,172-151-8.92464093547,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2298,130-78-8.57185433068,113-89-7.68656587601,113-130-8.75886414857,124-146-8.75886414857,160-94-7.24365830858,178-120-8.88601986931,172-151-8.88601986931,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2299,130-78-8.73986852758,113-89-7.72238880396,113-130-8.31332401259,124-151-8.31332401259,160-94-7.20397201585,178-120-8.82298908189,172-151-8.82298908189,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2300,130-78-8.90622078996,113-89-7.62920427322,113-130-7.54371358156,130-151-7.54371358156,160-94-7.41276653901,178-120-8.78228393361,172-151-8.78228393361,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2301,130-78-9.00168158952,113-89-7.26635807753,113-130-7.67816878557,130-151-7.67816878557,160-94-6.87546007148,178-120-8.77726223732,172-151-8.77726223732,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2302,130-78-8.98779561486,113-89-1.47946815155,113-136-9.70977717792,130-151-9.70977717792,160-94-6.89909574191,178-120-8.88062678572,172-151-8.88062678572,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2303,130-78-9.09384760135,113-89-7.2631136179,113-130-8.41185090542,130-151-8.41185090542,160-94-7.17768688183,178-120-8.55614279342,172-151-8.55614279342,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2304,130-78-9.09264902927,113-89-7.8210478425,113-130-8.80862271786,130-151-8.80862271786,160-94-7.21734429429,178-120-8.34953020974,172-151-8.34953020974,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2305,130-78-9.0750342597,113-89-7.96879243851,113-130-8.75569411516,130-151-8.75569411516,160-94-7.32352691731,178-120-8.40207506225,172-151-8.40207506225,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2306,130-78-8.88842929865,113-89-2.09118944407,113-136-10.1135435863,130-151-10.1135435863,160-94-7.43610950529,178-120-8.43714878847,172-151-8.43714878847,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2307,130-78-8.82577048513,113-89-7.82216000557,113-136-9.93092563279,130-151-9.93092563279,160-94-7.35784506609,178-125-9.0912545617,172-151-9.0912545617,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2308,130-78-8.86554830143,113-89-7.70032429695,113-130-8.61678717136,130-151-8.61678717136,166-94-7.00493521294,178-125-9.28788066002,172-151-9.28788066002,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2309,130-78-8.91329288362,113-89-7.44298732281,113-130-8.18387674292,130-146-8.18387674292,160-94-7.34211635885,178-120-8.69547870881,172-151-8.69547870881,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2310,130-78-8.86133277364,113-89-7.61425364017,113-130-8.84747590945,124-146-8.84747590945,160-94-7.33637918548,178-120-8.85665332383,172-151-8.85665332383,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2311,130-78-9.00860224956,113-89-7.53107082844,113-136-10.6568278221,130-151-10.6568278221,160-94-7.49462314226,178-120-8.76356873839,172-151-8.76356873839,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2312,130-78-8.92096297785,113-89-7.68392044306,113-136-10.3767665656,130-151-10.3767665656,160-94-7.43374201701,178-120-7.09726939176,166-157-7.09726939176,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2313,130-78-8.7465724896,113-89-7.72233772278,113-136-10.4523305967,130-151-10.4523305967,160-94-7.52561569507,178-120-8.20027296966,172-151-8.20027296966,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2314,130-78-8.92148127872,113-89-7.99612522125,113-130-8.44526654482,130-151-8.44526654482,160-94-7.58864503673,178-120-6.65087570901,166-157-6.65087570901,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2315,130-78-9.11356775352,113-89-8.00069212914,113-130-8.57553217411,130-151-8.57553217411,166-94-7.31732257541,178-120-6.26273079931,166-157-6.26273079931,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2316,130-78-9.10924279144,113-89-7.90607696772,113-130-8.53104723692,130-151-8.53104723692,166-94-7.3522064261,184-125-7.9931049147,166-157-7.9931049147,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2317,130-78-9.08269109874,113-89-7.69152277708,113-130-8.49326012135,130-151-8.49326012135,160-94-7.4594615638,178-120-6.24880041956,166-157-6.24880041956,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2318,130-78-8.81339890995,113-89-7.90386509895,113-130-8.40136611462,130-151-8.40136611462,160-94-7.53227344995,178-120-6.47604341266,166-157-6.47604341266,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2319,130-78-8.87411332076,113-89-8.03426039219,113-130-8.71325649023,130-151-8.71325649023,160-94-7.7569366348,178-120-6.41929041575,166-157-6.41929041575,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2320,130-78-8.80737840123,113-89-7.96416532993,113-130-8.92592823505,130-151-8.92592823505,160-94-7.52137229486,178-120-8.2611573408,172-157-8.2611573408,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2321,130-78-8.79016031779,113-89-8.08738589287,113-130-8.85198191404,130-151-8.85198191404,160-94-7.54570264584,178-120-8.17023709879,172-151-8.17023709879,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2322,130-78-8.68442276786,113-83-8.21528577805,113-136-10.4806869121,130-151-10.4806869121,160-94-7.53152505902,178-120-8.13887485889,172-151-8.13887485889,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2323,130-78-8.7099996461,113-83-7.97226628661,113-130-9.0135625124,130-151-9.0135625124,160-94-7.55446973538,178-120-8.21463613572,172-151-8.21463613572,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2324,130-78-8.69461918633,113-89-8.22862625122,113-130-9.03964053392,130-151-9.03964053392,160-94-7.6634844108,178-120-6.51595707488,166-157-6.51595707488,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2325,130-78-8.60900163573,113-89-8.078104496,113-130-9.0739559412,130-151-9.0739559412,166-94-7.16128320432,178-120-6.64312089948,166-157-6.64312089948,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2326,130-78-8.74801840046,113-89-1.42412246975,113-130-9.11491029263,130-151-9.11491029263,166-94-7.17907528569,184-125-8.40768449318,166-157-8.40768449318,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2327,130-78-8.74306475492,113-89-8.25215649605,113-130-8.96200836897,130-151-8.96200836897,166-94-7.14999025129,184-120-7.36063039954,166-157-7.36063039954,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2328,130-78-8.47265898317,113-89-2.4986784712,113-130-9.10206406879,124-146-9.10206406879,160-89-7.37471946026,184-120-7.43975390785,166-157-7.43975390785,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2329,130-78-8.19465099469,113-89-2.28747379408,113-130-9.22661515874,130-151-10,166-94-7.36569872813,184-125-8.64105214777,166-157-8.64105214777,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2330,130-78-7.79742449176,113-89-8.206620574,113-130-9.18319196995,124-146-9.18319196995,166-94-7.26010782816,184-125-8.7188231688,166-157-8.7188231688,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2331,130-78-8.09431165457,113-89-8.10839545727,113-130-8.13210088015,130-151-8.13210088015,166-94-6.84197697306,184-125-8.5439717015,166-157-8.5439717015,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2332,130-78-6.99387413263,119-89-1.40193608557,113-130-8.14748768806,130-151-8.14748768806,166-94-7.05239708833,184-125-8.59732079501,166-157-8.59732079501,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2333,136-78-8.00224423409,119-89-7.77952327479,113-130-8.96283800581,124-151-8.96283800581,166-94-7.73159861513,184-125-8.42733283772,166-151-8.42733283772,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2334,136-83-8.22940290467,119-89-3.37033975619,113-130-8.75734119758,124-146-8.75734119758,166-94-7.78394566028,184-125-8.58603239789,166-151-8.58603239789,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2335,136-83-8.25991667509,119-89-4.52010712793,113-130-8.50134493056,124-146-8.50134493056,166-94-7.65507757253,184-125-8.73233040971,166-151-8.73233040971,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2336,142-83-7.77771521348,119-89-5.08402295062,113-130-8.52378113553,124-146-8.52378113553,166-94-5.99283395912,184-125-8.55511207848,172-151-8.55511207848,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2337,142-83-8.66470449123,119-83-4.78786173928,113-130-8.24117430653,124-146-8.24117430653,166-94-5.48451456362,184-125-8.47822126223,166-151-8.47822126223,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2338,142-83-9.29356225533,119-89-3.81192820381,113-130-8.02163408912,124-146-8.02163408912,166-89-5.4466826869,184-125-8.70015766208,172-151-8.70015766208,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2339,142-83-9.45686220079,119-89-4.68678310846,113-130-8.03876388648,124-146-8.03876388648,166-94-5.81165505281,184-125-8.56442996397,172-151-8.56442996397,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2340,142-83-9.23942804231,119-89-3.78776420784,113-136-9.44463228117,124-146-9.44463228117,166-89-4.91534254624,184-125-8.64130500686,172-151-8.64130500686,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2341,142-83-9.25187059278,119-89-4.09838488999,113-130-7.73858456612,130-151-7.73858456612,166-94-5.14337072306,184-125-8.87671134432,172-151-8.87671134432,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2342,142-83-9.59007005505,119-89-3.83187703792,113-136-9.89997667509,124-146-9.89997667509,166-94-5.64639024885,184-125-8.91423422534,172-151-8.91423422534,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2343,142-83-9.15264287649,119-89-4.97635345668,113-130-8.16511985064,130-151-8.16511985064,166-89-5.39164393006,184-125-8.3694843123,172-151-8.3694843123,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2344,142-83-8.98794281272,119-89-5.01707494092,113-130-8.38364055157,130-157-10,166-89-5.65485862279,184-125-8.16120009172,172-151-8.16120009172,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2345,142-83-9.18977867545,119-89-5.61049159924,113-130-8.18504753113,130-151-8.18504753113,166-89-6.05959740973,184-125-8.70672339148,172-151-8.70672339148,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2346,142-83-9.07116197584,119-89-5.53419804841,113-130-8.15504654646,130-151-8.15504654646,166-89-6.0936608085,184-125-8.78989970877,172-151-8.78989970877,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2347,142-83-9.11759764551,119-89-5.33690380365,113-130-8.34379979372,130-151-8.34379979372,166-94-5.71918032263,184-120-8.56957341549,172-151-8.56957341549,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2348,142-83-8.97110164856,119-89-5.57341088621,113-130-8.4502851963,130-151-8.4502851963,166-94-5.68102429701,184-125-9.06754559674,172-151-9.06754559674,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2349,142-83-9.10659634867,119-89-5.47392603199,113-130-8.37186123133,130-151-8.37186123133,166-94-6.44607820889,184-120-8.67457006774,172-151-8.67457006774,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2350,142-83-9.08321399362,119-89-5.7423691093,113-130-8.39574775696,130-151-8.39574775696,166-94-6.50957560447,184-125-8.89797136606,172-151-8.89797136606,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2351,142-83-8.89856001019,119-89-5.3532044977,113-136-9.87110739041,130-151-9.87110739041,166-94-6.52849046342,184-125-9.08788100551,172-151-9.08788100551,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2352,142-83-8.82506551586,119-89-6.04550110813,113-136-9.58040443399,130-151-9.58040443399,166-94-5.91814600196,184-125-9.06786588027,172-151-9.06786588027,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2353,142-83-8.53380407155,119-89-6.53784691578,113-130-8.30965173244,130-151-8.30965173244,166-89-6.25850546398,184-125-9.05633592768,172-151-9.05633592768,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2354,142-83-8.41793534647,119-89-6.40880108388,113-130-8.38811689615,130-151-8.38811689615,166-89-6.21095813048,184-125-8.88967909182,172-151-8.88967909182,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2355,142-83-8.05562759183,119-89-5.90261012079,113-130-8.58846457005,130-151-8.58846457005,166-89-5.75315980758,184-125-9.08244649006,172-151-9.08244649006,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2356,148-83-8.86178776994,119-89-6.31021210308,113-130-8.56653296947,130-151-8.56653296947,166-89-5.40301219747,184-125-9.16304854105,172-151-9.16304854105,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2357,148-83-8.33692288697,119-89-5.78693152014,113-130-8.2026753664,130-151-8.2026753664,166-89-5.19665093693,184-120-8.67430552938,172-151-8.67430552938,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2358,148-83-8.6548073786,119-89-6.42235274975,113-130-8.38818922043,130-151-8.38818922043,166-89-5.34623606103,184-120-8.60003538942,172-151-8.60003538942,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2359,148-83-9.2096163541,119-89-6.72122285925,113-130-8.13436933756,130-151-8.13436933756,166-89-5.32499519314,184-120-8.77687499231,172-151-8.77687499231,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2360,148-83-8.88160199388,119-89-6.63109093863,113-130-8.14633088112,130-151-8.14633088112,166-89-4.96248498823,184-125-9.15270516606,172-151-9.15270516606,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2361,148-83-9.0565187909,119-89-6.71659033055,113-130-8.13086721897,130-151-8.13086721897,166-89-4.82319349459,184-125-9.02707269154,172-151-9.02707269154,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2362,148-83-8.99613091279,119-89-6.98860046423,113-136-10.0248279051,130-151-10.0248279051,166-89-5.35470534102,184-125-9.10984031168,172-151-9.10984031168,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2363,148-83-9.00344301169,119-89-6.86343365968,113-136-9.9166835594,130-151-9.9166835594,166-89-5.4752745413,184-125-9.19455195778,172-151-9.19455195778,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2364,148-83-9.17144639792,119-89-6.96458757125,113-136-9.93360071434,130-151-9.93360071434,166-89-5.00296525386,184-125-9.13441420598,172-151-9.13441420598,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2365,148-83-9.07565959249,119-89-6.73653244909,113-136-9.90235084921,130-151-9.90235084921,166-89-4.61662241357,184-125-9.09719623461,172-151-9.09719623461,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2366,148-83-9.45478906053,119-89-7.13026061608,113-136-10.0343059306,130-151-10.0343059306,166-89-5.02434068072,184-125-9.01644385391,172-151-9.01644385391,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2367,148-83-9.55065145634,119-89-7.16806275671,113-136-10.0340690653,130-151-10.0340690653,166-89-4.92571355063,184-125-9.05542299178,172-151-9.05542299178,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2368,148-83-9.23410970009,119-89-6.96657540628,113-136-10.0189099397,130-151-10.0189099397,166-89-5.26545360481,184-125-9.04819000963,172-151-9.04819000963,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2369,148-83-9.0641755035,119-89-6.81584898263,113-136-10.0595474674,130-151-10.0595474674,166-89-5.02829906553,184-125-9.05427899394,172-151-9.05427899394,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2370,148-83-8.94956157439,119-89-6.73988129016,113-136-10.044881755,130-151-10.044881755,166-89-5.02344894668,184-125-9.01412539827,172-151-9.01412539827,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2371,148-83-9.2058738404,119-89-7.19386627963,113-136-10.0270901372,130-151-10.0270901372,166-89-4.74902719428,184-125-8.81959371226,172-151-8.81959371226,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2372,148-83-9.16812809225,119-89-7.17224764374,113-136-9.93414432439,130-151-9.93414432439,166-89-5.10899237088,184-125-9.11261681804,172-151-9.11261681804,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2373,148-83-8.96619548143,119-89-7.2814817173,113-136-9.97366327475,130-151-9.97366327475,166-89-4.97972291125,184-125-9.17703243086,172-151-9.17703243086,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2374,148-83-8.58010518741,119-89-6.80901417572,113-136-9.94656453703,130-151-9.94656453703,166-89-4.48136035303,184-125-8.92424000873,172-151-8.92424000873,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2375,148-83-8.41449175929,119-89-6.65595062502,113-136-9.88379721644,130-151-9.88379721644,166-89-4.7244215847,184-125-8.8916903356,172-151-8.8916903356,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2376,148-83-8.49887187842,119-89-5.95245663926,113-136-10.0022421676,130-151-10.0022421676,172-94-4.29629394394,184-125-8.90760354436,172-151-8.90760354436,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2377,148-83-8.37797933329,119-89-5.96983344812,113-136-9.87634186041,130-151-9.87634186041,172-94-4.10744648323,184-125-8.92835090991,172-151-8.92835090991,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2378,148-83-8.32182443177,119-89-6.00532122325,113-136-9.96597379297,130-151-9.96597379297,172-94-4.12526001326,184-125-8.88376304423,172-151-8.88376304423,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2379,148-83-8.43361608146,119-89-5.97192206898,113-136-9.88195712718,130-151-9.88195712718,172-94-4.41933317543,184-125-8.93215990923,172-151-8.93215990923,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2380,148-83-8.17289571872,119-89-5.80362569335,113-136-9.88789713543,130-151-9.88789713543,172-94-5.12461121882,178-125-8.62933684966,172-151-8.62933684966,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2381,148-83-8.17439075173,119-89-6.02773006057,113-136-9.97602868233,130-151-9.97602868233,172-94-5.21405829248,178-125-8.77343045609,172-151-8.77343045609,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2382,148-83-8.59630519264,119-89-6.83274698182,113-136-9.97634221273,130-151-9.97634221273,172-94-5.27254282601,178-125-8.79853716622,172-151-8.79853716622,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2383,148-83-8.77334292444,119-89-6.33748021577,113-136-9.93245811327,130-151-9.93245811327,166-89-4.88503045397,178-125-8.83445478887,172-151-8.83445478887,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2384,148-83-8.42910527285,119-89-6.62507449708,113-136-9.95614198688,130-151-9.95614198688,172-94-5.32296813432,184-125-9.027525352,172-151-9.027525352,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2385,142-83-7.75141966825,119-89-5.26352847701,113-136-9.89113026232,130-151-9.89113026232,172-94-5.85481686622,184-125-8.95501378069,172-151-8.95501378069,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2386,142-83-8.67027135235,119-89-7.04308278914,113-136-9.96741125339,130-151-9.96741125339,166-94-6.06775182398,178-125-8.79300292126,172-151-8.79300292126,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2387,142-83-9.71515393568,119-89-6.27346456089,113-136-9.96240715806,130-151-9.96240715806,166-94-6.6337656515,178-125-8.75762639952,172-151-8.75762639952,1
MG107,0f4db67a-4533-45ff-b2e3-86cef598973d_0000.mp4,2388,142-83-9.31081268647,119-89-4.64188738105,113-136-9.8959397235,130-151-9.8959397235,172-94-6.7055253312,184-125-8.75688569812,172-151-8.75688569812,1
